table_name,column_name,variable_type,column_description,required_flag
hive.promocard.supercash_task_snapshot_v3,status,integer,"Integer status code indicating the current state of a supercash task or cashback transaction, where 1 represents active/processed transactions and 2 represents unscratched/inactive transactions, used in conjunction with fulfillment_status to determine the final transaction state.",N
hive.promocard.supercash_task_snapshot_v3,updated_at,timestamp(3),"Timestamp indicating when the supercash task record was last updated, used to track temporal patterns of cashback reward processing and user gratification events with microsecond precision.",Y
hive.promocard.supercash_task_snapshot_v3,user_id,"decimal(20,0)",Unique identifier for users who have earned or are eligible for supercash/cashback rewards through various redemption types including UPI transactions. Used to track and count distinct users who have been gratified with cashback in promotional campaigns.,Y
hive.promocard.supercash_task_snapshot_v3,wallet,,"Column used to categorize or filter wallet-related transactions, specifically for UPI (Unified Payments Interface) payment method tracking in the supercash redemption system. This column enables the identification and counting of distinct users engaging with UPI-based wallet transactions.",N
hive.promocod.supercash_task_snapshot_v3,info,,"A JSON field containing metadata about cashback transactions and scratch card details, including properties like scratchCardId and scratched status that are extracted for cashback reward processing and user gratification tracking.",N
hive.promocoda.supercash_task_snapshot_v3,user_id,,"Unique identifier for users in the supercash rewards system, used to track and count distinct users who have received or are eligible for cashback rewards through various redemption methods including UPI transactions.",Y
hive.cdo.fact_upi_transactions_snapshot_v3,Base_users,,Represents the total count of users from a previous period (typically last month) that serves as the baseline cohort for calculating user retention rates in UPI transaction analysis. This metric is used as the denominator when measuring what percentage of users continue to transact in subsequent periods.,no
hive.cdo.fact_upi_transactions_snapshot_v3,Retained_users,,"Represents the count of UPI users who were active in the previous month and continued to be active in the current month-to-date period, used to measure user retention rates across different transaction frequency segments.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,flow_category,,"Categorizes UPI transactions into different flow types or payment categories, serving as a classification system for transaction flows beyond the basic P2P (peer-to-peer) and P2M (peer-to-merchant) distinctions. This column is used for analyzing transaction patterns and user behavior across different payment flow categories in state-wise and lifecycle analyses.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,is_p2m,,"Boolean flag that identifies Person-to-Merchant (P2M) UPI transactions, used to segment payment flows and calculate P2P vs P2M performance ratios across metrics like daily active users, transaction volumes, and gross merchandise value.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,is_p2p,,"A boolean flag indicating whether a UPI transaction is a peer-to-peer (P2P) payment, used to differentiate P2P transactions from peer-to-merchant (P2M) transactions for business analytics and ratio calculations.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,popular_city,,"Represents the primary city where a customer has the highest activity or engagement, determined through aggregation of customer transaction and engagement patterns. This field is used for geographical segmentation in UPI customer lifecycle analysis and state-wise flow categorization.",no
hive.cdo.fact_upi_customer_lifecycle_snapshot_v3,popular_state,,"Represents the most popular or frequently used state associated with each customer, derived from customer engagement data and used for geographical segmentation and state-wise analysis of UPI transaction flows and customer lifecycle metrics.",no
hive.midgar.engage_data_snapshot_v3,ft_date,,"A date field that represents the snapshot date for engagement data, used for temporal filtering and time-series analysis of user activity metrics including daily active users, transactions, and amounts.",yes
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_ticket_count,bigint,"Represents the total count of tickets that were actively processed by bots, used as the baseline denominator for calculating bot passthrough percentages to human agents and services. This metric helps measure bot effectiveness by showing the total volume of bot-handled tickets before any escalation occurs.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,lob,varchar,"Line of Business (LOB) identifier that categorizes service operations into distinct business segments or product divisions. This column is used to group and analyze service ticket metrics, particularly IVR call-to-service ticket conversions, across different organizational business lines.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_ticket_count,bigint,"Represents the count of customer service tickets processed by automated bot systems, including both completed interactions and cases where customers dropped off during the bot conversation. This metric is used to measure bot engagement and workload distribution across different lines of business.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_positive_response,bigint,"This column stores the count of positive responses received from bot interactions, used to calculate bot customer satisfaction (MSAT) percentages by measuring favorable feedback from users who interacted with the automated bot system.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_total_responses,bigint,"Represents the total number of responses generated by the bot system, used as the denominator in calculating Bot MSAT (satisfaction) percentage metrics. This count is aggregated across different lines of business to measure overall bot response volume.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_calls,bigint,"Represents the number of calls handled through Interactive Voice Response (IVR) systems. This metric is used to calculate IVR contact ratios as a percentage, measuring the proportion of customer interactions that go through automated voice systems rather than direct human contact.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count,bigint,"This column contains the count of tickets handled by Mental Health Department (MHD) agents, specifically tracking ticket volume processed through the IVR system. It serves as a key performance metric for measuring agent workload and productivity in customer service operations.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_bot,bigint,This column represents the count of tickets that originated from bot interactions but were escalated or passed through specifically to MHD (Mental Health & Disability) agents for human handling. It's used to measure bot-to-agent handoff volumes and calculate passthrough rates in the service analytics dashboard.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,total_ticket_count,bigint,A numeric count representing the total number of support tickets associated with each record. This column is used to aggregate ticket volumes by issue type to identify the most common L1 support issues handled by human agents.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,service_ticket_count,bigint,"Represents the count of service tickets that were escalated or passed through from automated bot interactions to human service agents. This metric is used to calculate the bot-to-service passthrough rate, indicating how often bot conversations require human intervention.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_feedback_received,bigint,This column represents the total count of agent-handled tickets that received feedback responses from customers. It serves as a key metric for measuring feedback collection effectiveness and is used to calculate feedback response rates and customer satisfaction percentages for MHD agent interactions.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_msat_received,bigint,This column represents the count of agent tickets that received positive satisfaction (MSAT) feedback from customers for MHD (Mental Health and Disability) agent interactions. It serves as the numerator in calculating the overall MSAT percentage for MHD agents by measuring how many tickets resulted in satisfied customer responses. This metric is consistently used across multiple dashboards for MHD agent performance analysis.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,service_tickets_feedback_received,bigint,"Represents the total count of service tickets that received customer feedback, used as the denominator in calculating MSAT (Customer Satisfaction) percentage metrics for service performance analysis.",no
hive.team_servicesone.combined_data_project_servicesone_mhd,service_tickets_msat_received,bigint,Represents the count of service tickets that received MSAT (Customer Satisfaction) feedback responses. This metric is used to calculate satisfaction rates by measuring how many feedback responses were received relative to total feedback collected for service performance analysis.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,total_tickets_feedback_received,bigint,This column stores the total number of support tickets for which customer feedback was successfully received from human agent interactions. It serves as a key metric for measuring feedback collection rates and calculating customer satisfaction percentages in service delivery analytics.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,total_tickets_msat_received,bigint,"This column contains the total count of tickets that received MSAT (Most Satisfied) feedback responses for MHD and Service operations. It serves as the numerator in calculating the MSAT percentage, which measures customer satisfaction by dividing MSAT responses by total feedback received.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,issue_mapping,varchar,A categorical field that contains mapped issue type classifications used to group and analyze bot-handled tickets by issue category. This column serves as a business dimension for identifying the most common types of issues processed by automated bot systems.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,sum_tat_days,bigint,"Represents the total sum of turnaround time (TAT) in days for human agent interactions, used as the numerator to calculate average TAT when divided by the total number of tickets. This aggregated measure enables calculation of performance metrics for human agent response times across different lines of business.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,tat_denominatior_tickets,bigint,This column represents the total count of tickets used as the denominator for calculating Average Turnaround Time (TAT) in days for MHD (Mental Health Department) agents. It serves as the divisor in TAT calculations to determine the average processing time per ticket across different lines of business.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_active_merchant_count,bigint,"Represents the count of unique merchants who have active bot sessions during a given time period. This metric is used to track merchant engagement with automated services, excluding merchants who dropped off from bot interactions.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_merchant_count,bigint,"This column represents the total count of unique merchants who initiated bot interactions, including both those who completed their sessions actively and those who dropped off during the process. It's used to track overall bot engagement trends and merchant adoption of automated services over weekly periods.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,created_date,date,"The created_date column represents the date when a record was created in the system, primarily used for time-based analysis and grouping of IVR merchant data by weekly periods. This date field enables tracking of merchant activity trends over time in the ServicesOne platform.",Y
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_count,bigint,"Represents the count of support tickets that were transferred from automated bot interactions to human service agents. This metric is used to calculate the bot-to-service passthrough rate, which measures how frequently customers require human assistance after initially interacting with automated systems.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count,bigint,This column contains the count of unique merchants who had support tickets handled by MHD (Merchant Help Desk) agents during a given time period. It serves as a key metric for tracking agent workload and measuring the reach of human agent support services to the merchant base.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_bot,bigint,This column contains the count of unique merchants who had bot-handled tickets or interactions within the MHD (Merchant Help Desk) system. It is used to track and analyze bot engagement metrics with merchants on a weekly basis for service performance monitoring.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,bot_to_service_ticket_merchant_count,bigint,This column contains the count of unique merchants whose support tickets were escalated from automated bot interactions to human service agents. It's used in dashboards to track merchant escalation patterns and service demand metrics.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,service_ticket_merchant_count,bigint,Represents the count of unique merchants who have submitted service tickets through the IVR (Interactive Voice Response) system. This metric is used to track merchant engagement with service requests over time periods.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,total_tickets_for_response,bigint,"Represents the total count of tickets that are eligible for receiving customer responses or feedback, used as the denominator in calculating response rates and satisfaction metrics for customer service performance measurement.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_tickets_for_response,bigint,"This column represents the total count of agent tickets that were eligible for customer feedback collection in the MHD (Mental Health Direct) system. It serves as the denominator for calculating the ""Feedback % - MHD Agent"" metric, indicating how many agent-handled tickets were expected to receive feedback responses.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,service_tickets_for_response,bigint,"Represents the total count of service tickets that are eligible for or expected to receive feedback responses, used as the denominator in calculating feedback response rate percentages for service performance analytics.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,service_tat_denominatior_tickets,bigint,"This column represents the count of tickets eligible for service agent turnaround time (TAT) calculations, serving as the denominator when computing average TAT days. It's used to ensure accurate TAT averaging by providing the total number of valid service tickets for the calculation.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,sum_service_tat_days,bigint,Represents the total sum of service turnaround time days used as the numerator in calculating average TAT (Turn Around Time) for service agents. This accumulated value is divided by the corresponding ticket count to derive the average number of days it takes service agents to complete tickets. Used consistently across multiple dashboards for TAT calculations.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,mhd_tat_denominatior_tickets,bigint,"This column represents the count of tickets used as the denominator in calculating the average Turnaround Time (TAT) for Mental Health Department (MHD) agents. It serves as the divisor when computing average TAT days per ticket, with null-safe handling to prevent division by zero errors.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,sum_mhd_tat_days,bigint,"Pre-aggregated sum of turnaround time (TAT) days for MHD (Multi-Help Desk) agent tickets, used as the numerator to calculate average TAT performance metrics. This column stores the total accumulated days across tickets and is divided by the ticket count to derive mean response times for agent performance tracking. Consistently used across multiple dashboards for MHD performance analysis.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,cr_base_count,bigint,Represents the total base count of contacts or customers used as a denominator for calculating contact ratios and percentage metrics in the MHD (My Help Desk) service analytics dashboard. This metric serves as the foundation for normalizing IVR calls and bot ticket counts into meaningful percentage-based KPIs.,N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,cst_entity,varchar,"A categorical identifier that represents different customer service entities or channels used for segmenting Bot MSAT (satisfaction) metrics. This column enables analysis of customer satisfaction performance across various service touchpoints, excluding certain internal or specialized channels.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,date_,date,The date field representing the specific day when service ticket feedback and MSAT (customer satisfaction) data was recorded. This column serves as the primary time dimension for analyzing daily trends in feedback rates and customer satisfaction metrics in the service ticket dashboard.,Y
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,feedback_given,bigint,"Represents the total count of feedback responses given by agents or customers for bot interactions, used as the denominator in calculating Bot MSAT (customer satisfaction) percentages. This metric tracks the volume of feedback collected to measure bot performance effectiveness.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,happy,bigint,"A numeric indicator tracking positive agent feedback or satisfaction scores for bot interactions, used to calculate the Bot MSAT (Mean Satisfaction) percentage in customer service dashboards. This column is aggregated to measure overall bot performance and customer satisfaction rates.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_count_phone,bigint,"Represents the count of customer service tickets handled by agents through the phone/IVR channel. This metric tracks phone-based interactions where customers reach human agents after navigating through the Interactive Voice Response system, aggregated by line of business for operational reporting.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_call_to_service_ticket,bigint,A numeric counter that tracks service tickets created as a result of IVR (Interactive Voice Response) calls. This metric is used to measure the volume of service requests that originate from automated phone system interactions and is typically aggregated by line of business for operational reporting.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_merchant_count,bigint,"This column represents the count of unique merchants utilizing IVR (Interactive Voice Response) services, typically aggregated to track merchant engagement and adoption of voice-based services over time periods for business analytics.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_attempts,bigint,This column tracks the total number of attempts made to hand over customers to human agents in the customer service system. It serves as the denominator for calculating agent handover success rates and measuring the volume of escalation requests from automated systems to live support agents.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_handover_success,bigint,"This column records the count of successful agent handover operations, used to calculate the Agent Handover Success Rate percentage by comparing successful handovers against total attempts in customer service interactions.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_attempts,bigint,Tracks the number of attempts made to check or validate soundbox hardware functionality as part of customer service operations. This metric is used in dashboards to monitor the volume of hardware verification requests processed by support teams.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,checksoundboxhardware_success,bigint,"This column stores the count of successful ""Check Soundbox Hardware"" function calls, used to calculate the success rate percentage for soundbox hardware verification operations in service request monitoring.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,date_,date,"The primary date field that represents the transaction or event date for ticket creation data, used to filter and group metrics by daily intervals for time-series analysis in the monthly dashboard. This column enables tracking of ticket creation percentages across different business intents over recent time periods (typically last 7 days).",Y
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_attempts,bigint,This column tracks the total number of attempts made to retrieve settlement and payment information through function calls. It serves as the denominator for calculating the Settlement & Payments service request success rate percentage in the dashboard.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,get_settlement_and_payment_info_success,bigint,This column tracks the number of successful attempts to retrieve settlement and payment information through function calls. It serves as the numerator in calculating the Settlement & Payments success rate percentage for monitoring the reliability of payment information retrieval operations.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_attempts,bigint,This column tracks the total number of attempts made to raise service requests in the system. It's used in dashboards to monitor function call volumes and system usage patterns for the service request creation functionality.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,raiseservicerequest_success,bigint,"This column stores the count of successful ""Raise Service Request"" function calls, used to calculate the success rate percentage for service request initiation in the customer support system.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_attempts,bigint,"This column tracks the total number of test broadcast attempts made in the system. It is used to calculate the Test Broadcast Success Rate percentage by comparing successful test broadcasts against total attempts, providing insights into broadcast functionality performance.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,testbroadcast_success,bigint,"Records the number of successful test broadcast operations, used to calculate the Test Broadcast success rate percentage in the Function Call SR% dashboard for monitoring soundbox hardware testing performance.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_to_service_ticket_count,bigint,"This column represents the count of service tickets that originated from Interactive Voice Response (IVR) system interactions, tracking automated customer service requests that bypassed direct agent involvement. It's used to measure the volume of self-service ticket creation through IVR channels compared to agent-assisted ticket creation.",N
hive.team_cst_mhd_product.overall_latency_analysis1,all_avg_latency,double,Average latency measurement in seconds used for performance monitoring and trend analysis. This column is aggregated monthly in dashboards to track latency performance patterns over time.,N
hive.team_cst_mhd_product.overall_latency_analysis1,month_,bigint,A numeric representation of calendar months (1-12) used for temporal analysis and grouping of latency data by month. This column enables monthly aggregation of P90 latency metrics and is typically converted to month names for display purposes in dashboard visualizations.,N
hive.team_cst_mhd_product.overall_latency_analysis1,year_,bigint,A numeric column representing the year component of temporal data used for time-series analysis of system latency performance. This column works in conjunction with month data to enable chronological ordering and grouping of P90 latency metrics in performance monitoring dashboards.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,agent_ticket_merchant_count_phone,bigint,This column represents the count of unique merchants who submitted support tickets via phone calls to MHD (Merchant Help Desk) agents. It serves as a key metric for tracking merchant engagement with phone-based customer support services and is used to analyze support channel utilization patterns over time.,N
hive.team_servicesone.combined_data_project_servicesone_mhd,ivr_to_service_ticket_merchant_count,bigint,"This column counts the number of unique merchants who escalated from IVR (Interactive Voice Response) to human service ticket support, representing merchants who required additional assistance beyond automated systems. It serves as a key metric for measuring service escalation patterns and IVR effectiveness in the MHD (Merchant Help Desk) operations.",N
hive.team_cst_mhd_product.overall_latency_analysis1,median_latency,bigint,Stores the median latency value (in milliseconds or similar time units) for system performance analysis. This metric is used to track monthly trends in system response times and is aggregated to show average median latency across different time periods in dashboard visualizations.,N
hive.team_cst_mhd_product.overall_latency_analysis1,p95_latency,bigint,"Represents the 95th percentile latency measurement in the system, indicating that 95% of requests complete within this latency threshold. Used for monthly performance monitoring and trend analysis to track system response time performance over time.",N
hive.team_cst_mhd_product.overall_latency_analysis1,p99_latency,bigint,"The 99th percentile latency measurement in milliseconds, representing the latency threshold below which 99% of requests are completed. This metric is used to monitor system performance trends and identify potential performance degradations over monthly periods.",N
hive.team_cst_mhd_product.overall_latency_analysis1,p90_latency,bigint,"Represents the 90th percentile latency measurement in the system, indicating the response time threshold below which 90% of requests are completed. This metric is used to track and analyze monthly performance trends and identify potential system bottlenecks.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,active_sessions,bigint,"Represents the total number of active user sessions during a specific time period, used as the baseline denominator for calculating feedback collection rates and customer satisfaction metrics in the dashboard.",N
hive.team_cst_mhd_product.langauge_transition_base,date_,date,"The date when language transition events were recorded or occurred, used to filter historical data for language change metrics analysis.",Y
hive.team_cst_mhd_product.langauge_transition_base,language_transition,varchar,"A categorical field that identifies the type of language transition or change being tracked, used to classify and group different language change events for metrics analysis.",N
hive.team_cst_mhd_product.langauge_transition_base,transition_count,bigint,A numeric count representing the number of language transition events or switches recorded in the system. This metric is aggregated to provide insights into language change patterns and frequency across different transition types.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,fetch_merchant_sessions,bigint,"Stores the number of fetch merchant sessions function calls, representing how many times the system retrieved merchant session details. This metric is tracked daily and aggregated to monitor the usage of the FetchMerchantDetails functionality in the dashboard. Used consistently across multiple dashboards for tracking merchant session retrieval patterns.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bAIBot_fd_tickets,NaN,"Represents the count of SoundBox service tickets that were initially handled by AI Bot but required handover to human agents for resolution. This metric is used to calculate the percentage of AI Bot escalations within the total SoundBox ticket volume, indicating cases where automated resolution was insufficient.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_fd_tickets,bigint,"This column stores the count of business loan related tickets that were resolved or processed on the first day, used to calculate the first-day resolution percentage for business loan support tickets in the customer service dashboard.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bbusinessloan_tickets,bigint,"Total count of customer service tickets related to business loan inquiries or issues, used to calculate the percentage of business loan tickets resolved on first contact in customer service performance dashboards.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_fd_tickets,bigint,Count of payout and settlement service tickets that were resolved or handled on the first day of creation. This metric is used to calculate the first-day resolution percentage for payout and settlement related customer inquiries in the monthly dashboard.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bpayoutandsettlement_tickets,bigint,This column represents the total count of customer service tickets created for payout and settlement related issues in the Paytm for Business platform. It serves as the denominator for calculating the percentage of first-day resolution tickets in the intent-wise ticket creation analytics dashboard.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_fd_tickets,bigint,This column tracks the count of Profile-related customer service tickets created on the first day of the measurement period. It's used to calculate the percentage of Profile tickets relative to total Profile tickets for analyzing intent-wise ticket creation patterns in customer service dashboards.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bprofile_tickets,bigint,Total number of customer service tickets related to profile services or profile management issues. This column serves as the denominator for calculating the percentage of profile tickets resolved on the first day in intent-wise ticket creation analytics.,no
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_fd_tickets,bigint,This column stores the count of first-day tickets created for SoundBox service-related issues. It is used to calculate the percentage of SoundBox tickets that are resolved or handled on the first day as part of intent-wise ticket performance analysis. This metric is consistently used across multiple dashboards for tracking SoundBox service ticket performance.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bsoundbox_tickets,bigint,"Represents the total count of SoundBox service-related tickets, used as a baseline for calculating percentage metrics such as first-day resolution rates and agent handover rates in the intent-wise ticket analysis dashboard.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_fd_tickets,bigint,This column stores the count of wealth-related P4B (Pay for Business) tickets that were resolved or processed on the first day of creation. It is used to calculate the first-day resolution percentage for wealth service tickets as part of service efficiency tracking in customer support dashboards.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,p4bwealth_tickets,bigint,"This column represents the total number of customer service tickets created for wealth-related services in the Paytm for Business platform. It is used as the baseline to calculate the percentage of wealth tickets that are resolved on the first day, providing insights into ticket creation patterns and resolution efficiency for wealth services.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_feedback_given,bigint,"A count of bot interactions where users provided feedback, used to calculate feedback participation rates and as the basis for measuring bot satisfaction (MSAT) percentages in customer service analytics.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,bot_happy,bigint,"This column stores the count of positive/satisfied feedback responses from bot interactions, used as the numerator in calculating Bot Monthly Satisfaction (MSAT) percentage metrics. It represents happy or satisfied customer feedback given to chatbot interactions within the customer service system.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_feedback_given,bigint,This column contains the count of support tickets where customers provided feedback about the agent's service. It serves as a key metric for calculating feedback collection rates and is used in the denominator for measuring customer satisfaction (MSAT) percentages in the dashboard.,N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,agent_happy,bigint,"A count of positive satisfaction responses or ""happy"" feedback entries used to calculate the Bot MSAT (Merchant Satisfaction) percentage. This metric tracks satisfied interactions with bot services across different customer entities and is aggregated to measure overall satisfaction rates.",N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,fd_tickets,bigint,Represents the total number of service tickets eligible for feedback collection. This column serves as the denominator for calculating feedback received percentage and MSAT (customer satisfaction) rates in the service ticket dashboard.,N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_feedback_given,bigint,Represents the number of service tickets for which customer feedback was received. This metric is used to calculate feedback collection rates and serves as the basis for measuring customer satisfaction (MSAT) percentages in service performance dashboards.,N
hive.team_cst_mhd_product.mhd_msat_monthly_dashboard1,service_happy,bigint,Contains the count of positive or satisfied service feedback responses from customers. This metric is used to calculate the Monthly Service Satisfaction (MSAT) percentage by measuring happy responses as a proportion of total service feedback received.,N
hive.team_cst_mhd_product.cst_mhd_ctr,client_type,varchar(3),"A categorical identifier that specifies the type or segment of client, used to filter and segment click-through rate analytics data by client category (e.g., 'MHD' for specific client segments).",N
hive.team_cst_mhd_product.cst_mhd_ctr,date_,date,Date column used for time-based filtering and partitioning of CTR (Click-Through Rate) metrics data. This column enables analysis of CTA performance across specific date ranges in the MHD product analytics.,Y
hive.team_cst_mhd_product.cst_mhd_ctr,event_label2,varchar,Represents the call-to-action (CTA) identifier or label that categorizes different interactive elements users can engage with in the bot interface. This column is used to group and analyze click-through rate performance metrics at the individual CTA level.,N
hive.team_cst_mhd_product.cst_mhd_ctr,users_clicked,bigint,"The number of distinct users who clicked on a specific Call-to-Action (CTA) element, used to calculate click-through rates and measure user engagement at the individual user level rather than total click events.",N
hive.team_cst_mhd_product.cst_mhd_ctr,users_shown,bigint,"Represents the number of distinct users who were shown a specific call-to-action (CTA) element, used as the baseline for calculating click-through rates in marketing performance analytics.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,created_week,bigint,"Represents the week number or week identifier used for temporal grouping in weekly service metrics reporting. This column enables time-based analysis and aggregation of customer service data across IVR, bot, and agent interactions.",N
hive.team_servicesone.combined_data_project_servicesone_mhd,created_month,bigint,"Represents the month when a record was created, used as a time dimension for grouping and aggregating customer service metrics in monthly reporting dashboards. This column enables trend analysis of IVR calls, bot interactions, and agent performance over time.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,active_sessions,bigint,"A numeric metric that tracks the count of active customer service sessions, typically representing concurrent or ongoing interactions between customers and the support system. This metric is aggregated monthly and used to monitor service capacity and customer engagement levels alongside agent tickets and service tickets.",N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,agent_tickets,bigint,Represents the number of tickets that require agent intervention or are handled by customer service agents within a given time period. This metric is used in monthly operational dashboards to track agent workload and service demand alongside active sessions and service tickets.,N
hive.team_cst_mhd_product.mhd_monthly_dashboard1,service_tickets,bigint,A numeric count of service tickets (customer service requests or issues) recorded for tracking and monthly aggregation in the customer service dashboard. This metric is used alongside active sessions and agent tickets to provide comprehensive visibility into customer support operations and workload.,N
hive.team_cst_mhd_product.soundbox_eval_completed,active_sessions,bigint,"Represents the total count of active sessions available for analysis in the soundbox evaluation system. This column serves as the baseline denominator for calculating the percentage of sessions that have been analyzed, providing insight into system utilization and analysis coverage rates.",N
hive.team_cst_mhd_product.soundbox_eval_completed,analyzed_sessions,bigint,The number of customer service sessions that have been processed and analyzed by the soundbox evaluation system. This metric tracks the volume of completed analysis work and serves as a key performance indicator for measuring system throughput and calculating various operational rates.,N
hive.team_cst_mhd_product.soundbox_eval_completed,cst_entity,varchar,"A categorical identifier that represents different business entities or product lines within the customer service system, used to segment and analyze customer service metrics such as session data, feedback, and support tickets by specific business units.",N
hive.team_cst_mhd_product.soundbox_eval_completed,date_,date,"The date_ column represents the date when soundbox evaluation sessions occurred, serving as the primary time dimension for tracking daily performance metrics in the Profile Eval Summary dashboard. It enables temporal analysis of evaluation completion rates and session analytics over time.",Y
hive.team_cst_mhd_product.soundbox_eval_completed,eval_completed,bigint,This column represents the total count of evaluation sessions that have been successfully completed for soundbox analysis. It serves as a key performance metric in the MHD evaluation summary dashboard and is used to calculate completion rates as a percentage of analyzed sessions.,N
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,active_sessions,bigint,"Represents the total number of active customer interaction sessions, used as a baseline metric to calculate bot containment percentage by measuring how many sessions were successfully handled without escalating to human agents.",N
hive.team_cst_mhd_product.soundbox_eval_l1_summary1,avg_eval_score,double,"Average evaluation score for customer service quality assessment, stored as a decimal value (0-1 range) and displayed as a percentage in quality metrics dashboards. This metric is used to track daily trends in service quality performance alongside other key indicators like bot containment and customer satisfaction.",N
